_start meta data
Type,ModelYear,Category,ModelName,OracleDesc,Color,Sku,OnHandInventory,BadgeEligible,SWorks
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 LGNBLU/CLGRY/BLZ 49,LAGOON BLUE/COOL GREY/BLAZE,90025-7049,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 LGNBLU/CLGRY/BLZ 52,LAGOON BLUE/COOL GREY/BLAZE,90025-7052,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 LGNBLU/CLGRY/BLZ 54,LAGOON BLUE/COOL GREY/BLAZE,90025-7054,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 LGNBLU/CLGRY/BLZ 56,LAGOON BLUE/COOL GREY/BLAZE,90025-7056,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 LGNBLU/CLGRY/BLZ 58,LAGOON BLUE/COOL GREY/BLAZE,90025-7058,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 LGNBLU/CLGRY/BLZ 61,LAGOON BLUE/COOL GREY/BLAZE,90025-7061,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 SMK/WHT/SILDST 44,SMOKE/WHITE/SILVER DUST,90025-7144,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 SMK/WHT/SILDST 49,SMOKE/WHITE/SILVER DUST,90025-7149,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 SMK/WHT/SILDST 52,SMOKE/WHITE/SILVER DUST,90025-7152,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 SMK/WHT/SILDST 54,SMOKE/WHITE/SILVER DUST,90025-7154,0,1,0
Road,2025,ALLEZ,ALLEZ E5,ALLEZ E5 SMK/WHT/SILDST 56,SMOKE/WHITE/SILVER DUST,90025-7156,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BRCH/IONMET/SILDST 49,BIRCH/ION METALLIC/SILVER DUST/TAUPE,71425-7349,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BRCH/IONMET/SILDST 52,BIRCH/ION METALLIC/SILVER DUST/TAUPE,71425-7352,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BRCH/IONMET/SILDST 54,BIRCH/ION METALLIC/SILVER DUST/TAUPE,71425-7354,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BRCH/IONMET/SILDST 56,BIRCH/ION METALLIC/SILVER DUST/TAUPE,71425-7356,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BRCH/IONMET/SILDST 58,BIRCH/ION METALLIC/SILVER DUST/TAUPE,71425-7358,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BRCH/IONMET/SILDST 61,BIRCH/ION METALLIC/SILVER DUST/TAUPE,71425-7361,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BNTGLDMET/BLKPRL/OBSD 49,BURNT GOLD METALLIC/BLACK PEARL DRY IMPASTO/OBSIDIAN,71425-7449,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BNTGLDMET/BLKPRL/OBSD 52,BURNT GOLD METALLIC/BLACK PEARL DRY IMPASTO/OBSIDIAN,71425-7452,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BNTGLDMET/BLKPRL/OBSD 54,BURNT GOLD METALLIC/BLACK PEARL DRY IMPASTO/OBSIDIAN,71425-7454,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BNTGLDMET/BLKPRL/OBSD 56,BURNT GOLD METALLIC/BLACK PEARL DRY IMPASTO/OBSIDIAN,71425-7456,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BNTGLDMET/BLKPRL/OBSD 58,BURNT GOLD METALLIC/BLACK PEARL DRY IMPASTO/OBSIDIAN,71425-7458,0,1,0
Road,2025,CRUX,CRUX 10R FRMSET,CRUX 10R FRMSET BNTGLDMET/BLKPRL/OBSD 61,BURNT GOLD METALLIC/BLACK PEARL DRY IMPASTO/OBSIDIAN,71425-7461,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP VIVPNK/EGRN 49,GLOSS VIVID PINK/ELECTRIC GREEN,91424-5049,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP VIVPNK/EGRN 52,GLOSS VIVID PINK/ELECTRIC GREEN,91424-5052,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP VIVPNK/EGRN 54,GLOSS VIVID PINK/ELECTRIC GREEN,91424-5054,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP VIVPNK/EGRN 56,GLOSS VIVID PINK/ELECTRIC GREEN,91424-5056,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP VIVPNK/EGRN 58,GLOSS VIVID PINK/ELECTRIC GREEN,91424-5058,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP VIVPNK/EGRN 61,GLOSS VIVID PINK/ELECTRIC GREEN,91424-5061,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP TPE/SMK/MNSHDW 49,SATIN TAUPE/SMOKE/MIDNIGHT SHADOW/METALLIC SPRUCE/CLAY,91424-5149,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP TPE/SMK/MNSHDW 52,SATIN TAUPE/SMOKE/MIDNIGHT SHADOW/METALLIC SPRUCE/CLAY,91424-5152,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP TPE/SMK/MNSHDW 54,SATIN TAUPE/SMOKE/MIDNIGHT SHADOW/METALLIC SPRUCE/CLAY,91424-5154,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP TPE/SMK/MNSHDW 56,SATIN TAUPE/SMOKE/MIDNIGHT SHADOW/METALLIC SPRUCE/CLAY,91424-5156,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP TPE/SMK/MNSHDW 58,SATIN TAUPE/SMOKE/MIDNIGHT SHADOW/METALLIC SPRUCE/CLAY,91424-5158,0,1,0
Road,2024,CRUX,CRUX COMP,CRUX COMP TPE/SMK/MNSHDW 61,SATIN TAUPE/SMOKE/MIDNIGHT SHADOW/METALLIC SPRUCE/CLAY,91424-5161,0,1,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL CSTBLK/SILREFL S,CAST BLACK / SILVER REFLECTIVE,90422-3002U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL CSTBLK/SILREFL M,CAST BLACK / SILVER REFLECTIVE,90422-3003U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL CSTBLK/SILREFL L,CAST BLACK / SILVER REFLECTIVE,90422-3004U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL REDTNT/SILREFL S,RED TINT / SILVER REFLECTIVE,90422-3202U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL REDTNT/SILREFL M,RED TINT / SILVER REFLECTIVE,90422-3203U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL REDTNT/SILREFL L,RED TINT / SILVER REFLECTIVE,90422-3204U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL SND/BLKREFL S,SAND / BLACK REFLECTIVE,90422-3302U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL SND/BLKREFL M,SAND / BLACK REFLECTIVE,90422-3303U,0,0,0
Turbo,2022,COMO,COMO 5.0 UL,COMO 5.0 UL SND/BLKREFL L,SAND / BLACK REFLECTIVE,90422-3304U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL CSTBLK/SILREFL S,CAST BLACK / SILVER REFLECTIVE,90422-2002U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL CSTBLK/SILREFL M,CAST BLACK / SILVER REFLECTIVE,90422-2003U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL CSTBLK/SILREFL L,CAST BLACK / SILVER REFLECTIVE,90422-2004U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL LMSTN/BLKREFL S,LIMESTONE / BLACK REFLECTIVE,90422-2102U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL LMSTN/BLKREFL M,LIMESTONE / BLACK REFLECTIVE,90422-2103U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL LMSTN/BLKREFL L,LIMESTONE / BLACK REFLECTIVE,90422-2104U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL REDTNT/SILREFL S,RED TINT / SILVER REFLECTIVE,90422-2202U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL REDTNT/SILREFL M,RED TINT / SILVER REFLECTIVE,90422-2203U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL REDTNT/SILREFL L,RED TINT / SILVER REFLECTIVE,90422-2204U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL SND/BLKREFL S,SAND / BLACK REFLECTIVE,90422-2302U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL SND/BLKREFL M,SAND / BLACK REFLECTIVE,90422-2303U,0,0,0
Turbo,2023,COMO,COMO 5.0 IGH UL,COMO 5.0 IGH UL SND/BLKREFL L,SAND / BLACK REFLECTIVE,90422-2304U,0,0,0
Turbo,2024,COMO,COMO 3.0,COMO 3.0 CSTBLK/SILREFL S,CAST BLACK / SILVER REFLECTIVE,80422-7002,0,0,0
Turbo,2024,COMO,COMO 3.0,COMO 3.0 CSTBLK/SILREFL M,CAST BLACK / SILVER REFLECTIVE,80422-7003,0,0,0
Turbo,2024,COMO,COMO 3.0,COMO 3.0 CSTBLK/SILREFL L,CAST BLACK / SILVER REFLECTIVE,80422-7004,0,0,0
Turbo,2024,COMO,COMO 3.0,COMO 3.0 REDTNT/SILREFL S,RED TINT / SILVER REFLECTIVE,80422-7202,0,0,0
Turbo,2024,COMO,COMO 3.0,COMO 3.0 REDTNT/SILREFL M,RED TINT / SILVER REFLECTIVE,80422-7203,0,0,0
Turbo,2024,COMO,COMO 3.0,COMO 3.0 REDTNT/SILREFL L,RED TINT / SILVER REFLECTIVE,80422-7204,0,0,0
Turbo,2024,COMO,COMO 3.0,COMO 3.0 SND/BLKREFL S,SAND / BLACK REFLECTIVE,80422-7302,0,0,0
Turbo,2024,COMO,COMO 3.0,COMO 3.0 SND/BLKREFL M,SAND / BLACK REFLECTIVE,80422-7303,0,0,0
Turbo,2024,COMO,COMO 3.0,COMO 3.0 SND/BLKREFL L,SAND / BLACK REFLECTIVE,80422-7304,0,0,0
Turbo,2024,COMO,COMO 3.0 IGH,COMO 3.0 IGH CSTBLK/SILREFL S,CAST BLACK / SILVER REFLECTIVE,90422-6002,0,0,0
Turbo,2024,COMO,COMO 3.0 IGH,COMO 3.0 IGH CSTBLK/SILREFL M,CAST BLACK / SILVER REFLECTIVE,90422-6003,0,0,0
Turbo,2024,COMO,COMO 3.0 IGH,COMO 3.0 IGH CSTBLK/SILREFL L,CAST BLACK / SILVER REFLECTIVE,90422-6004,0,0,0
Turbo,2024,COMO,COMO 3.0 IGH,COMO 3.0 IGH REDTNT/SILREFL S,RED TINT / SILVER REFLECTIVE,90422-6202,0,0,0
Turbo,2024,COMO,COMO 3.0 IGH,COMO 3.0 IGH REDTNT/SILREFL M,RED TINT / SILVER REFLECTIVE,90422-6203,0,0,0
Turbo,2024,COMO,COMO 3.0 IGH,COMO 3.0 IGH REDTNT/SILREFL L,RED TINT / SILVER REFLECTIVE,90422-6204,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL CSTBLK/SILREFL S,CAST BLACK / SILVER REFLECTIVE,90422-6002U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL CSTBLK/SILREFL M,CAST BLACK / SILVER REFLECTIVE,90422-6003U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL LMSTN/BLKREFL S,LIMESTONE / BLACK REFLECTIVE,90422-6102U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL LMSTN/BLKREFL M,LIMESTONE / BLACK REFLECTIVE,90422-6103U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL REDTNT/SILREFL S,RED TINT / SILVER REFLECTIVE,90422-6202U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL REDTNT/SILREFL M,RED TINT / SILVER REFLECTIVE,90422-6203U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL REDTNT/SILREFL L,RED TINT / SILVER REFLECTIVE,90422-6204U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL SND/BLKREFL S,SAND / BLACK REFLECTIVE,90422-6302U,0,0,0
Turbo,2022,COMO,COMO 3.0 IGH UL,COMO 3.0 IGH UL SND/BLKREFL M,SAND / BLACK REFLECTIVE,90422-6303U,0,0,0
Turbo,2024,COMO,COMO 4.0,COMO 4.0 CSTBLK/SILREFL S,CAST BLACK / SILVER REFLECTIVE,80422-5002,0,0,0
Turbo,2024,COMO,COMO 4.0,COMO 4.0 CSTBLK/SILREFL M,CAST BLACK / SILVER REFLECTIVE,80422-5003,0,0,0
Equipment,N/A,BAG,COOLCAVE,COOLCAVE BLK,N/A,41122-6000,0,0,0
Equipment,N/A,BAG,GLOBE CARGO SIDE BAG,GLOBE CARGO SIDE BAG,N/A,98922-5820,0,0,0
Equipment,N/A,BAG,TAILWIND,TAILWIND PANNIER BLK LEFT,N/A,41122-6101,0,0,0
Equipment,N/A,BAG,TAILWIND,TAILWIND PANNIER BLK RIGHT,N/A,41122-6102,0,0,0
Equipment,N/A,BAG,TAILWIND,TAILWIND PANNIER HYPRVIZ LEFT,N/A,41122-6201,0,0,0
Equipment,N/A,BAG,TAILWIND,TAILWIND PANNIER HYPRVIZ RIGHT,N/A,41122-6202,0,0,0
Equipment,N/A,ACCESSORY,GLOBE PASSENGER HANDLEBAR,GLOBE PASSENGER HANDLEBAR,N/A,98922-5800,0,0,0
Equipment,N/A,ACCESSORY,PASSENGER SEAT,PASSENGER SEAT,N/A,98922-5801,0,0,0
Equipment,N/A,ACCESSORY,GLOBE RACK CUSTOMIZATION KIT,GLOBE RACK CUSTOMIZATION KIT,N/A,98922-5805,0,0,0
Equipment,N/A,ACCESSORY,GLOBE FOOT PEGS,GLOBE FOOT PEGS,N/A,98922-5806,0,0,0
Equipment,N/A,ACCESSORY,GLOBE RUNNING BOARDS,GLOBE RUNNING BOARDS,N/A,98922-5807,0,1,0
Equipment,N/A,ACCESSORY,GLOBE ST REAR WHEEL COVER,GLOBE ST REAR WHEEL COVER,N/A,98923-5803,0,0,0
Equipment,N/A,BASKET,ROLL MINI BASKET,ROLL MINI BASKET BLK,N/A,98919-5050,0,0,0
Equipment,N/A,BASKET,TURBO BASKET,TURBO BASKET BLK,N/A,98922-5052,0,0,0
Equipment,N/A,BATTERY,RANGE EXTENDER BATTERY FOR SL SYSTEM,RANGE EXTENDER BATTERY FOR SL SYSTEM,N/A,98920-5640,0,1,0
Equipment,N/A,CABLE,RE-CABLE 160MM MTB,RE-CABLE 160MM,N/A,98920-5650,0,0,0
Equipment,N/A,CABLE,RE-CABLE 220MM ROAD,RE-CABLE 220MM,N/A,98920-5655,0,0,0
Equipment,N/A,CABLE,SL Y-CHARGER CABLE,SL Y-CHARGER CABLE,N/A,98920-5660,0,0,0
Equipment,N/A,CABLE,RE-CABLE 285MM,RE-CABLE 285MM,N/A,98921-5660,0,0,0
Equipment,N/A,CABLE,RE-CABLE 145MM,RE-CABLE 145MM,N/A,98922-5665,0,0,0
Equipment,N/A,CHARGER,PEDAL ASSIST BATTERY CHARGER,BATTERY CHARGER W/USA CABLE,N/A,98916-5643,0,1,0
Equipment,N/A,CHARGER,48V BATTERY CHARGER W/USA CABLE,48V BATTERY CHARGER WITH USA CABLE,N/A,98919-5645,0,0,0
Equipment,N/A,FENDER,DRYTECH FENDER SET,DRY-TECH FENDER SET 35C,N/A,98917-5015,0,0,0
Equipment,N/A,FENDER,DRYTECH FENDER SET,DRY-TECH FENDER SET 52C,N/A,98917-5025,0,0,0
Equipment,N/A,FENDER,DRYTECH FENDER SET,DRY-TECH FENDER SET 42C,N/A,98920-5020,0,1,0
Equipment,N/A,FENDER,ROLL FENDER SET,ROLL FENDER SET,N/A,98916-5020,0,0,0
